2.115846075878143218e+00,3.992830374357601575e-01,3.992830374357601575e-01,2.691341244332240024e+01,1.031353285582918744e+01
2.115846075878143662e+00,3.992830374357602130e-01,3.992830374357602130e-01,2.691341244332238603e+01,1.031353285582918389e+01
2.115846075878144106e+00,3.992830374357603240e-01,3.992830374357603240e-01,2.691341244332237537e+01,1.031353285582918389e+01
2.115846075878144550e+00,3.992830374357604351e-01,3.992830374357604351e-01,2.691341244332236471e+01,1.031353285582918033e+01
2.115846075878144994e+00,3.992830374357604906e-01,3.992830374357604906e-01,2.691341244332235050e+01,1.031353285582917678e+01
2.115846075878145882e+00,3.992830374357605461e-01,3.992830374357605461e-01,2.691341244332233629e+01,1.031353285582917323e+01
2.115846075878146326e+00,3.992830374357606571e-01,3.992830374357606571e-01,2.691341244332232918e+01,1.031353285582916968e+01
2.115846075878146770e+00,3.992830374357607681e-01,3.992830374357607681e-01,2.691341244332231497e+01,1.031353285582916612e+01
2.115846075878147214e+00,3.992830374357607681e-01,3.992830374357607681e-01,2.691341244332230076e+01,1.031353285582916257e+01
2.115846075878147658e+00,3.992830374357608791e-01,3.992830374357608791e-01,2.691341244332228655e+01,1.031353285582915902e+01
2.115846075878148547e+00,3.992830374357609902e-01,3.992830374357609902e-01,2.691341244332227944e+01,1.031353285582915547e+01
2.115846075878148547e+00,3.992830374357611012e-01,3.992830374357611012e-01,2.691341244332226523e+01,1.031353285582915191e+01
2.115846075878149435e+00,3.992830374357611012e-01,3.992830374357611012e-01,2.691341244332225102e+01,1.031353285582914836e+01
2.115846075878149435e+00,3.992830374357612122e-01,3.992830374357612122e-01,2.691341244332224036e+01,1.031353285582914481e+01
2.115846075878150323e+00,3.992830374357613232e-01,3.992830374357613232e-01,2.691341244332222971e+01,1.031353285582914125e+01
2.115846075878150767e+00,3.992830374357613787e-01,3.992830374357613787e-01,2.691341244332221549e+01,1.031353285582913770e+01
2.115846075878151211e+00,3.992830374357614343e-01,3.992830374357614343e-01,2.691341244332220484e+01,1.031353285582913415e+01
2.115846075878152099e+00,3.992830374357615453e-01,3.992830374357615453e-01,2.691341244332219418e+01,1.031353285582913060e+01
2.115846075878152099e+00,3.992830374357616563e-01,3.992830374357616563e-01,2.691341244332217997e+01,1.031353285582912704e+01
2.115846075878152543e+00,3.992830374357616563e-01,3.992830374357616563e-01,2.691341244332216576e+01,1.031353285582912349e+01
2.115846075878152988e+00,3.992830374357617673e-01,3.992830374357617673e-01,2.691341244332215155e+01,1.031353285582911994e+01
2.115846075878153876e+00,3.992830374357618783e-01,3.992830374357618783e-01,2.691341244332214444e+01,1.031353285582911639e+01
2.115846075878153876e+00,3.992830374357618783e-01,3.992830374357618783e-01,2.691341244332213023e+01,1.031353285582911639e+01
2.115846075878154764e+00,3.992830374357619894e-01,3.992830374357619894e-01,2.691341244332211602e+01,1.031353285582911106e+01
2.115846075878154764e+00,3.992830374357621004e-01,3.992830374357621004e-01,2.691341244332210536e+01,1.031353285582910928e+01
2.115846075878155208e+00,3.992830374357621004e-01,3.992830374357621004e-01,2.691341244332209470e+01,1.031353285582910573e+01
2.115846075878155652e+00,3.992830374357622114e-01,3.992830374357622114e-01,2.691341244332208049e+01,1.031353285582910217e+01
2.115846075878156540e+00,3.992830374357623224e-01,3.992830374357623224e-01,2.691341244332207339e+01,1.031353285582909862e+01
2.115846075878156540e+00,3.992830374357623779e-01,3.992830374357623779e-01,2.691341244332205918e+01,1.031353285582909507e+01
2.115846075878157428e+00,3.992830374357624335e-01,3.992830374357624335e-01,2.691341244332204496e+01,1.031353285582909152e+01
2.115846075878157873e+00,3.992830374357625445e-01,3.992830374357625445e-01,2.691341244332203075e+01,1.031353285582908796e+01
2.115846075878158317e+00,3.992830374357626000e-01,3.992830374357626000e-01,2.691341244332202365e+01,1.031353285582908441e+01
2.115846075878158761e+00,3.992830374357626555e-01,3.992830374357626555e-01,2.691341244332200944e+01,1.031353285582908086e+01
2.115846075878159205e+00,3.992830374357627110e-01,3.992830374357627110e-01,2.691341244332199878e+01,1.031353285582907731e+01
2.115846075878159205e+00,3.992830374357627665e-01,3.992830374357627665e-01,2.691341244332198812e+01,1.031353285582907375e+01
2.115846075878160093e+00,3.992830374357628775e-01,3.992830374357628775e-01,2.691341244332197391e+01,1.031353285582907020e+01
2.115846075878160537e+00,3.992830374357629331e-01,3.992830374357629331e-01,2.691341244332196325e+01,1.031353285582906665e+01
2.115846075878160981e+00,3.992830374357629886e-01,3.992830374357629886e-01,2.691341244332195259e+01,1.031353285582906665e+01
2.115846075878161425e+00,3.992830374357630996e-01,3.992830374357630996e-01,2.691341244332193838e+01,1.031353285582906310e+01
2.115846075878161869e+00,3.992830374357631551e-01,3.992830374357631551e-01,2.691341244332192417e+01,1.031353285582905954e+01
2.115846075878162313e+00,3.992830374357632106e-01,3.992830374357632106e-01,2.691341244332191707e+01,1.031353285582905599e+01
2.115846075878162758e+00,3.992830374357633216e-01,3.992830374357633216e-01,2.691341244332190286e+01,1.031353285582905244e+01
2.115846075878163646e+00,3.992830374357633771e-01,3.992830374357633771e-01,2.691341244332189220e+01,1.031353285582904888e+01
2.115846075878163646e+00,3.992830374357634327e-01,3.992830374357634327e-01,2.691341244332188154e+01,1.031353285582904533e+01
2.115846075878164090e+00,3.992830374357635437e-01,3.992830374357635437e-01,2.691341244332186733e+01,1.031353285582904178e+01
2.115846075878164534e+00,3.992830374357635992e-01,3.992830374357635992e-01,2.691341244332185312e+01,1.031353285582903823e+01
2.115846075878164978e+00,3.992830374357636547e-01,3.992830374357636547e-01,2.691341244332184246e+01,1.031353285582903467e+01
2.115846075878165422e+00,3.992830374357637102e-01,3.992830374357637102e-01,2.691341244332183180e+01,1.031353285582903467e+01
2.115846075878165866e+00,3.992830374357637657e-01,3.992830374357637657e-01,2.691341244332181759e+01,1.031353285582903112e+01
2.115846075878166310e+00,3.992830374357638767e-01,3.992830374357638767e-01,2.691341244332181049e+01,1.031353285582902579e+01
2.115846075878166310e+00,3.992830374357639323e-01,3.992830374357639323e-01,2.691341244332179627e+01,1.031353285582902402e+01
2.115846075878167198e+00,3.992830374357639878e-01,3.992830374357639878e-01,2.691341244332178206e+01,1.031353285582902046e+01
2.115846075878168087e+00,3.992830374357640433e-01,3.992830374357640433e-01,2.691341244332177496e+01,1.031353285582901691e+01
2.115846075878168087e+00,3.992830374357640988e-01,3.992830374357640988e-01,2.691341244332176075e+01,1.031353285582901336e+01
2.115846075878168531e+00,3.992830374357642098e-01,3.992830374357642098e-01,2.691341244332174654e+01,1.031353285582900980e+01
2.115846075878168975e+00,3.992830374357642653e-01,3.992830374357642653e-01,2.691341244332173943e+01,1.031353285582900625e+01
2.115846075878169419e+00,3.992830374357643208e-01,3.992830374357643208e-01,2.691341244332172522e+01,1.031353285582900270e+01
2.115846075878169863e+00,3.992830374357643763e-01,3.992830374357643763e-01,2.691341244332171811e+01,1.031353285582900270e+01
2.115846075878170307e+00,3.992830374357644319e-01,3.992830374357644319e-01,2.691341244332170390e+01,1.031353285582899737e+01
2.115846075878170751e+00,3.992830374357645429e-01,3.992830374357645429e-01,2.691341244332169325e+01,1.031353285582899559e+01
2.115846075878171195e+00,3.992830374357645429e-01,3.992830374357645429e-01,2.691341244332168259e+01,1.031353285582899204e+01
2.115846075878171639e+00,3.992830374357646539e-01,3.992830374357646539e-01,2.691341244332167193e+01,1.031353285582898849e+01
2.115846075878171639e+00,3.992830374357647094e-01,3.992830374357647094e-01,2.691341244332166127e+01,1.031353285582898494e+01
2.115846075878172527e+00,3.992830374357647649e-01,3.992830374357647649e-01,2.691341244332165061e+01,1.031353285582898138e+01
2.115846075878172527e+00,3.992830374357648759e-01,3.992830374357648759e-01,2.691341244332163996e+01,1.031353285582897961e+01
2.115846075878173416e+00,3.992830374357648759e-01,3.992830374357648759e-01,2.691341244332162574e+01,1.031353285582897428e+01
2.115846075878173416e+00,3.992830374357649870e-01,3.992830374357649870e-01,2.691341244332161864e+01,1.031353285582897428e+01
2.115846075878173860e+00,3.992830374357650425e-01,3.992830374357650425e-01,2.691341244332160443e+01,1.031353285582897072e+01
2.115846075878174304e+00,3.992830374357650980e-01,3.992830374357650980e-01,2.691341244332159377e+01,1.031353285582896717e+01
2.115846075878174304e+00,3.992830374357651535e-01,3.992830374357651535e-01,2.691341244332158311e+01,1.031353285582896362e+01
2.115846075878174748e+00,3.992830374357652090e-01,3.992830374357652090e-01,2.691341244332156890e+01,1.031353285582896007e+01
2.115846075878175192e+00,3.992830374357653200e-01,3.992830374357653200e-01,2.691341244332156180e+01,1.031353285582895651e+01
